Player,FG36,FGA36,threesMade36,threesAttempted36,twosMade36,twosAttempted36,FT36,FTA36,ORB36,DRB36,TRB36,AST36,STL36,BLK36,TOV36,PF36,PTS36
Otto Porter\porteot01,5.4,11.3,1.6,4.2,3.8,7.1,1.5,2,1.5,4.7,6.2,1.9,1.7,0.5,1.1,2.6,13.8
Bobby Portis\portibo01,6.1,14.2,0.5,1.7,5.6,12.5,1.6,2.2,4,7,11,1.7,0.8,0.7,1.8,3.3,14.2
Kristaps Porzingis\porzikr01,6.6,15.6,1.4,4.3,5.1,11.3,3.5,4.2,2.3,6.9,9.3,1.7,0.9,2.4,2.1,3.6,18.1
Dwight Powell\poweldw01,5.3,10.7,0.1,0.6,5.2,10.2,3.8,5.2,3,6.9,9.9,1.6,1.3,0.9,1.5,4.3,14.5
Norman Powell\powelno01,4.8,11.4,1.8,4.4,3,7,2.1,2.6,0.8,4.7,5.5,2.3,1.4,0.5,1.6,2.9,13.6
Phil Pressey\pressph01,3.8,9.9,0.5,2.3,3.3,7.6,1.7,3.2,0.4,3.6,3.9,9.5,2.3,0.5,4.2,3.6,9.8
Ronnie Price\pricero01,3.4,9,2,5.8,1.4,3.2,0.9,1.2,0.7,2.2,2.9,4.4,2.2,0.4,2.1,4.8,9.8
Pablo Prigioni\prigipa01,2.4,6.4,1.2,4.2,1.2,2.3,0.3,0.3,1.7,3.3,5,5.7,2.3,0,2.1,3.6,6.3
Tayshaun Prince\princta01,2.5,5.6,0.1,0.6,2.4,5.1,0.3,0.5,0.8,2.8,3.6,1.8,0.9,0.3,0.7,1.5,5.4
Julius Randle\randlju01,5.6,13.1,0.2,0.6,5.5,12.6,3,4.3,2.7,10.3,13.1,2.3,0.8,0.5,2.3,3.8,14.5
Zach Randolph\randoza01,7.7,16.2,0.1,0.5,7.6,15.7,3.1,3.9,3.2,6.2,9.4,2.5,0.8,0.2,1.9,2.6,18.6
J.J. Redick\redicjj01,7.2,15.1,3.4,7.2,3.8,7.9,3.1,3.5,0.2,2.2,2.4,1.8,0.7,0.1,1.3,2.3,21
Willie Reed\reedwi02,6.4,11.2,0,0,6.4,11.2,2.5,4.6,4.1,6.2,10.3,0.8,0.5,2.5,1.4,4,15.4
Josh Richardson\richajo01,4,8.8,1.7,3.7,2.3,5.1,1.4,2,0.7,2.8,3.5,2.4,1.2,0.8,1.1,3.5,11.1
Austin Rivers\riverau01,5.6,12.7,1.5,4.5,4,8.1,1.9,2.9,0.5,2.7,3.2,2.4,1.2,0.2,1.5,3.4,14.6
Andre Roberson\roberan03,3.2,6.4,0.7,2.4,2.4,4,0.8,1.3,1.8,4,5.8,1.1,1.2,1,0.8,3.1,7.8
Brian Roberts\roberbr01,5.7,12.6,1.1,3.2,4.5,9.4,3.2,3.6,0.5,2.7,3.1,4.1,0.8,0.2,1.8,2.7,15.7
Glenn Robinson\robingl02,4.6,10.7,1,2.6,3.6,8.1,1.9,2.8,0.9,4,4.8,1.8,1.2,0.6,1.3,1.5,12.1
Nate Robinson\robinna01,0,1.6,0,1.6,0,0,0,0,0,0,0,6.3,1.6,0,0,7.8,0
Thomas Robinson\robinth01,5.1,11.4,0,0,5.1,11.4,1.8,4.3,5.3,8.8,14.1,1.8,1.5,1.4,2.7,4.4,12.1
Rajon Rondo\rondora01,5,11.1,0.9,2.4,4.2,8.7,1.2,2.1,1.1,5.1,6.2,11.9,2,0.1,3.9,2.5,12.2
Derrick Rose\rosede01,7.7,18,0.8,2.6,6.9,15.4,2.4,3.1,0.8,3.1,3.9,5.3,0.8,0.2,3,1.4,18.5
Terrence Ross\rosste01,5.6,12.9,2.7,7,2.9,5.9,1,1.3,0.4,3.4,3.8,1.2,1.1,0.5,0.9,2.5,14.8
Terry Rozier\roziete01,3.4,12.3,0.7,3.1,2.7,9.1,0.9,1.2,2.8,4.5,7.3,4.3,0.7,0.1,2.2,2.7,8.3
Ricky Rubio\rubiori01,3.4,9.1,1,2.9,2.4,6.1,4.1,4.9,0.6,4.4,5.1,10.2,2.5,0.2,3,3.1,11.9
Damjan Rudez\rudezda01,3.2,8.1,2.2,6.5,1,1.6,1,1,0.6,1.9,2.6,1.4,0.4,0.1,1.7,4.3,9.7
Brandon Rush\rushbr01,3.8,8.9,2.2,5.4,1.6,3.5,0.6,1,0.7,5.5,6.2,1.9,0.7,0.8,1.1,1.9,10.4
D'Angelo Russell\russeda01,6.2,15.2,2.1,5.9,4.2,9.3,2.2,3,0.7,3.6,4.4,4.2,1.5,0.2,3.1,2.3,16.8
Robert Sacre\sacrero01,3.5,8.4,0,0,3.5,8.4,2.8,4.3,3.6,4.5,8.1,1.6,0.5,1.1,1.4,4.8,9.8
JaKarr Sampson\sampsja02,4.3,9.8,0.4,2,3.9,7.9,2.5,3.8,1.4,4.5,5.9,1.4,0.7,1,2.2,4.4,11.6
Dennis Schroder\schrode01,7.3,17.3,1.7,5.3,5.6,12,3.2,4,0.6,4,4.5,7.8,1.6,0.2,4.1,3.1,19.5
Luis Scola\scolalu01,5.9,13.2,1.4,3.5,4.5,9.6,1.3,1.8,1.8,6.1,7.9,1.5,1,0.6,1.5,3.9,14.6
Mike Scott\scottmi01,5.5,11.8,1.9,5,3.6,6.8,1.6,2,1.7,4.8,6.5,2.5,0.8,0.5,1.3,3.2,14.6
Thabo Sefolosha\sefolth01,3.8,7.6,0.9,2.5,3,5.1,1.3,2,1.1,5.8,6.8,2.2,1.7,0.8,1.4,2.2,9.8
Kevin Seraphin\serapke01,5.7,14,0,0.1,5.7,13.9,1.3,1.6,2.1,6.5,8.6,3.2,0.5,2.5,2.9,4.6,12.8
Ramon Sessions\sessira01,6,12.8,0.8,2.4,5.3,10.4,4.6,6.1,0.5,3.8,4.4,5.2,1,0.1,2.5,2.2,17.5
Iman Shumpert\shumpim01,3.1,8.3,1.2,4,1.9,4.3,1.1,1.4,0.9,4.7,5.6,2.5,1.5,0.5,1.6,3.3,8.5
Jonathon Simmons\simmojo02,5.4,10.7,0.8,2.1,4.6,8.6,3.1,4.1,0.7,3.5,4.3,2.6,1.1,0.2,2.3,4.6,14.7
Henry Sims\simshe01,4.5,10.5,0,0,4.5,10.5,3.4,4.1,2.9,7,9.9,1.2,1.2,1.9,1.6,5.1,12.5
Kyle Singler\singlky01,3.2,8.1,1.1,3.6,2.1,4.6,1.1,1.6,1.8,3.4,5.2,0.9,1.1,0.3,1.2,4.4,8.5
Donald Sloan\sloando01,4.2,9.6,1,2.7,3.2,6.9,2.1,2.8,0.5,4.3,4.7,7.3,0.9,0.1,2.2,2,11.6
Marcus Smart\smartma01,4,11.4,1.3,5.2,2.7,6.2,2.8,3.6,1.6,3.9,5.5,4,2,0.4,1.7,4,12.1
Greg Smith\smithgr02,3.4,6,0,0,3.4,6,1.3,3.2,2.3,5.6,7.9,1.1,0.7,0.2,1.3,5.2,8.1
Ish Smith\smithis01,6.4,15.5,0.9,2.7,5.5,12.8,2,2.8,0.7,4.2,4.9,8.1,1.4,0.4,2.8,2.1,15.6
J.R. Smith\smithjr01,5.4,13,3.1,7.8,2.3,5.2,0.7,1.1,0.7,2.7,3.3,2,1.2,0.3,0.9,3.1,14.6
Jason Smith\smithja02,7.4,15.3,0.1,0.5,7.3,14.8,1.6,2,1.6,5.1,6.7,1.9,1,2,1.7,5,16.6
Josh Smith\smithjo03,5.2,14.3,1.7,5.9,3.5,8.4,1.5,2.7,2.1,5.8,7.9,3.7,1.4,1.9,3.2,4.8,13.6
Russ Smith\smithru01,3.8,12,0.5,2.7,3.3,9.3,4.4,7.1,0.5,4.4,4.9,6,2.7,0.5,3.8,2.7,12.5
Tony Snell\snellto01,3.5,9.4,1.5,4.3,1.9,5.1,0.8,0.9,0.5,5,5.5,1.7,0.4,0.5,1.4,2.8,9.4
Marreese Speights\speigma01,8.5,19.7,1,2.7,7.5,17,4.1,4.9,3.3,7,10.3,2.6,0.8,1.5,2.9,5.1,22.2
Tiago Splitter\splitti01,5,9.6,0,0.1,5,9.5,2.4,3,2.8,4.7,7.5,1.9,1.2,0.7,1.5,4.4,12.5
Nik Stauskas\stausni01,4.2,10.8,2.1,6.5,2.1,4.4,1.8,2.3,0.5,3.2,3.6,2.7,0.9,0.4,1.9,2.3,12.3
Lance Stephenson\stephla01,6,12.4,0.8,2,5.2,10.4,2.3,2.9,1,4.8,5.9,3.5,1.1,0.2,2.5,3.5,15
Alex Stepheson\stephal01,4.4,13.3,0,0,4.4,13.3,2,5.9,9.4,4.4,13.8,1,0.5,2.5,0,5.9,10.8
Jarnell Stokes\stokeja01,6,10,0,0,6,10,2,4,2,6,8,2,2,0,0,2,14
Amar'e Stoudemire\stoudam01,5.9,10.4,0,0,5.9,10.4,2.4,3.2,3.1,7.4,10.5,1.3,0.9,1.9,2.2,4.3,14.2
Rodney Stuckey\stuckro01,5.2,12.5,0.6,2.3,4.6,10.2,3.7,4.5,0.5,3.9,4.4,4,1.2,0.2,2.1,2.2,14.6
Jared Sullinger\sullija01,6.6,15.2,0.5,1.9,6.1,13.2,1.9,3,3.6,9,12.7,3.5,1.4,0.9,1.9,3.9,15.7
Edy Tavares\tavarwa01,5.4,9.4,0,0,5.4,9.4,1.5,3.9,3.5,6.9,10.4,1.5,0.5,3,2.5,3.9,12.3
Jeff Teague\teaguje01,6.9,15.8,1.8,4.4,5.2,11.4,4.2,5,0.5,2.9,3.4,7.5,1.5,0.4,3.5,2.7,19.8
Mirza Teletovic\teletmi01,7.1,16.6,3.9,9.8,3.2,6.8,2.6,3.3,1.2,5.3,6.4,1.9,0.7,0.4,1.8,3.4,20.6
Garrett Temple\templga01,3.7,9.3,1.6,4.8,2.1,4.6,1.7,2.3,0.7,3.2,3.9,2.6,1.3,0.3,1.2,3.6,10.7
Jason Terry\terryja01,4.3,10.8,2.7,7.5,1.7,3.3,0.8,0.9,0.4,1.9,2.3,2.9,1.3,0.3,1.4,2.6,12.1
Isaiah Thomas\thomais02,8,18.8,2.3,6.3,5.8,12.5,6.5,7.4,0.6,2.7,3.3,6.9,1.2,0.1,3,2.3,24.8
Lance Thomas\thomala01,4.6,10.5,1.2,3,3.4,7.5,2.8,3.3,0.9,2.7,3.6,1.5,0.6,0.2,1.6,3,13.3
Hollis Thompson\thompho01,4.5,11.4,2.5,6.6,2,4.8,1.2,1.6,0.9,3.6,4.5,1.7,0.6,0.4,1.3,3.1,12.7
Jason Thompson\thompja02,4,8.3,0.4,1.1,3.6,7.1,2.9,4.1,2.4,7.8,10.2,2.2,0.9,1.5,1.1,6.1,11.2
Klay Thompson\thompkl01,8.8,18.7,3.7,8.8,5.1,9.9,2.6,3,0.5,3.7,4.1,2.2,0.8,0.7,1.9,2.1,23.9
Tristan Thompson\thomptr01,3.9,6.7,0,0,3.9,6.7,2.4,3.8,4.3,7.5,11.7,1,0.6,0.8,1,3.2,10.2
Marcus Thornton\thornma01,7,17.6,3,8.8,4.1,8.8,2.2,2.6,1.2,3.6,4.9,2.8,1.5,0.1,1.7,2.9,19.2
Anthony Tolliver\tollian01,3.4,8.9,2.6,7.3,0.8,1.6,0.8,1.3,1,5.1,6.1,1.4,0.7,0.4,0.8,2.3,10.3
Axel Toupane\toupaax01,3,8.3,1.5,4.7,1.4,3.5,1.5,2,0.9,2.7,3.7,1.8,0.8,0.7,0.7,4.7,9
Karl-Anthony Towns\townska01,8.6,15.8,0.4,1.2,8.2,14.6,3.1,3.8,3.1,8.6,11.8,2.2,0.8,1.9,2.5,3.4,20.6
P.J. Tucker\tuckepj01,3.4,8.2,1,2.9,2.4,5.3,1.5,2,2.3,4.9,7.3,2.5,1.5,0.3,1.6,2.9,9.2
Evan Turner\turneev01,5.4,11.9,0.3,1.3,5.1,10.6,2.3,2.8,0.8,5.5,6.3,5.7,1.3,0.4,2.7,2.2,13.5
Myles Turner\turnemy01,7,14,0.1,0.4,6.9,13.6,2.3,3.2,1.8,7,8.7,1.1,0.7,2.3,1.8,4.2,16.3
Beno Udrih\udrihbe01,4.4,10.1,0.8,2.2,3.6,7.8,0.9,1,0.4,3.3,3.7,5.9,0.7,0.1,2.7,2.6,10.4
Jonas Valanciunas\valanjo01,7,12.4,0,0,7,12.4,3.7,4.9,4.3,8.4,12.6,1,0.6,1.8,2,3.7,17.8
Anderson Varejao\varejan01,3.8,9,0,0.1,3.8,8.9,2.3,3.6,2.7,7.5,10.2,2.5,1.2,0.7,1.6,5.1,10
Greivis Vasquez\vasqugr01,3.5,10.8,1.4,5.7,2.1,5.1,1.7,2,0.4,3.3,3.7,7.1,0.8,0,3.1,3.3,10.2
Rashad Vaughn\vaughra01,2.9,9.6,1.5,5.3,1.4,4.3,0.4,0.5,0.4,2.8,3.2,1.4,1,0.6,1,2.6,7.8
Charlie Villanueva\villach01,6.8,17.7,2.5,9.3,4.2,8.4,1.2,1.3,1.3,6.9,8.2,1.3,1,0.8,1.7,3.8,17.3
Noah Vonleh\vonleno01,3.6,8.5,0.3,1.4,3.3,7.1,1.2,1.6,2.8,6.6,9.4,0.9,0.8,0.8,1.5,4.7,8.7
Nikola Vucevic\vucevni01,9.4,18.5,0,0.2,9.4,18.3,2,2.7,3.1,7.1,10.2,3.2,0.9,1.2,2.2,3.1,20.9
Sasha Vujacic\vujacsa01,4.2,11,2.1,5.7,2.1,5.3,1.3,1.5,1,4.9,5.9,3.3,1.3,0.2,1.7,3.3,11.7
Dwyane Wade\wadedw01,8.6,18.9,0.1,0.7,8.5,18.2,5.1,6.5,1.3,3.5,4.8,5.5,1.3,0.7,3.2,1.8,22.5
Dion Waiters\waitedi01,4.7,11.8,1.4,4,3.3,7.8,1.9,2.6,0.6,2.8,3.4,2.6,1.4,0.3,2,2.4,12.7
Kemba Walker\walkeke02,7.1,16.6,2.3,6.1,4.8,10.5,4.6,5.5,0.7,3.8,4.5,5.3,1.6,0.5,2.1,1.4,21.1
John Wall\walljo01,7.4,17.4,1.5,4.2,5.9,13.2,3.5,4.4,0.5,4.4,4.9,10.2,1.9,0.8,4.1,2.1,19.8
T.J. Warren\warretj01,7.4,14.8,0.9,2.4,6.5,12.5,1.5,2.2,1.9,3,4.9,1.5,1.2,0.5,1.1,3.2,17.3
C.J. Watson\watsocj01,2.6,7.5,0.8,2.6,1.8,4.9,1.9,2.1,0.5,3.1,3.6,4.8,1,0.3,1.4,2.7,7.8
Briante Weber\weberbr01,3,8.3,0,1.1,3,7.2,0.6,0.9,1.7,3.6,5.3,4.5,1.9,0.6,1.9,2.6,6.6
Sonny Weems\weemsso01,3,7.9,1.1,3,1.9,5,0.6,1.1,0.5,3.3,3.8,3.5,0.7,0.1,3,3.4,7.7
David West\westda01,6.3,11.5,0.1,0.2,6.2,11.3,1.6,2.1,1.8,6.1,7.9,3.7,1.1,1.4,1.7,3.6,14.2
Russell Westbrook\westbru01,8.6,18.9,1.3,4.5,7.3,14.4,6.1,7.5,1.9,6.3,8.2,10.9,2.1,0.3,4.5,2.6,24.6
Hassan Whiteside\whiteha01,7,11.6,0,0,7,11.6,3.6,5.6,4,10.6,14.7,0.5,0.7,4.6,2.3,3.4,17.6
Shayne Whittington\whittsh01,4.4,9.7,0,1.8,4.4,7.9,0.9,1.8,4.4,6.1,10.5,2.6,0.9,0.9,4.4,6.1,9.7
Andrew Wiggins\wiggian01,7.5,16.4,0.7,2.4,6.8,14,5.4,7.1,1.3,2.4,3.7,2.1,1,0.6,2.3,2.1,21.2
C.J. Wilcox\wilcocj01,5.6,14.2,1.9,5,3.7,9.3,1.9,2.6,0.2,2.4,2.6,2.2,2.2,0.4,0.4,3.2,15.1
Alan Williams\willial03,5.3,12.7,0,0,5.3,12.7,4.8,7.4,7.4,12.7,20.1,2.6,2.1,2.6,3.2,7.9,15.4
Deron Williams\willide01,5.5,13.2,1.7,4.8,3.8,8.4,3.1,3.5,0.3,2.9,3.2,6.5,1,0.2,2.6,2.6,15.7
Derrick Williams\willide02,6.4,14.2,1.1,3.8,5.3,10.4,4.9,6.4,1.2,6.2,7.4,1.9,0.7,0.2,1.5,1.7,18.7
Elliot Williams\williel01,1.6,8,0.8,3.2,0.8,4.8,2.4,3.2,0.8,2.4,3.2,3.2,0,0,0.8,1.6,6.4
Lou Williams\willilo02,5.3,13.1,2.1,6,3.3,7,6.6,8,0.6,2.6,3.2,3.2,1.2,0.4,2,2,19.4
Marvin Williams\willima02,5.2,11.5,2.3,5.8,2.9,5.7,1.8,2.2,2,6.1,8,1.7,0.9,1.2,1,2,14.6
Mo Williams\willima01,6.4,14.5,1.7,4.9,4.6,9.6,1.8,2,0.3,3.2,3.5,4.7,0.7,0.2,2.7,2.9,16.3
Justise Winslow\winslju01,3.1,7.5,0.5,1.9,2.6,5.6,1.3,1.9,1.3,5.2,6.5,1.9,1.1,0.4,1.5,3,8.1
Jeff Withey\witheje01,4.8,8.9,0,0.1,4.8,8.8,2.4,3.2,3.1,6.4,9.5,1.1,1.1,2.9,1.5,4.1,11.9
Christian Wood\woodch01,5.5,13.2,1,2.7,4.5,10.4,3.2,5.2,3.2,6.2,9.4,0.7,1.2,1.7,0.5,2.7,15.1
Metta World Peace\artesro01,3.4,10.8,1.6,5.1,1.8,5.7,2.4,3.5,1.2,4.3,5.4,1.6,1.3,0.7,0.9,4.1,10.7
Brandan Wright\wrighbr03,5.9,8.8,0,0,5.9,8.8,2.2,4.1,2.4,4.9,7.3,1,0.8,2.5,1.7,3.6,14.1
Delon Wright\wrighde01,5.7,12.6,0.8,2,4.9,10.5,4.1,5.5,1.3,4.6,5.8,4.9,1.3,0.5,2.5,1.1,16.2
Tony Wroten\wroteto01,5.5,16.2,0.7,4.2,4.7,12,5,9.2,0.5,4.7,5.2,5,0.7,0,7.2,2.7,16.7
James Young\youngja01,2,6.5,1.1,4.7,0.9,1.8,0.2,0.7,0.7,4,4.7,1.6,1.1,0.2,0.9,3.1,5.2
Joe Young\youngjo01,5.8,15.8,0.9,4.3,4.9,11.5,1.9,2.3,0.6,4.1,4.7,6.1,1.4,0,3.1,2.8,14.4
Nick Young\youngni01,4.4,13,2.7,8.3,1.7,4.7,2.2,2.6,0.5,2.9,3.4,1.2,0.8,0.2,1,1.7,13.7
Thaddeus Young\youngth01,7.4,14.4,0.1,0.4,7.3,14,1.6,2.4,2.6,7.2,9.9,2,1.7,0.6,2,2.7,16.5
Cody Zeller\zelleco01,4.7,8.9,0,0.2,4.7,8.7,3.6,4.7,2.8,6.4,9.2,1.4,1.2,1.3,1.4,4.1,12.9
Tyler Zeller\zellety01,7,14.7,0,0,7,14.7,4.5,5.5,3.1,5.9,9,1.5,0.5,1.1,2.3,4.9,18.5
