Player,FG36,FGA36,threesMade36,threesAttempted36,twosMade36,twosAttempted36,FT36,FTA36,ORB36,DRB36,TRB36,AST36,STL36,BLK36,TOV36,PF36,PTS36
Dejounte Murray\murrade01,5.6,12.6,0.2,0.7,5.4,11.9,2.2,3.1,2.3,7.2,9.5,4.8,2,0.6,2.8,3.1,13.5
Jamal Murray\murraja01,6.7,14.9,2.3,6.1,4.4,8.8,3.2,3.6,1.2,3,4.2,3.8,1.1,0.4,2.4,2.4,19
Mike Muscala\muscami01,4.9,10.6,2.1,5.7,2.8,4.9,1.9,2.1,1.9,5.9,7.8,1.7,1.1,0.9,1.4,2.7,13.8
Abdel Nader\naderab01,3.4,10.3,1.6,4.5,1.9,5.8,1.6,2.7,0.9,4,4.9,1.8,1,0.7,2.3,3.1,10.1
Larry Nance\nancela02,6.1,10.5,0.1,0.3,6,10.2,2.3,3.5,4.1,7.4,11.5,2.1,2.2,1,1.3,4.4,14.5
Shabazz Napier\napiesh01,5.2,12.5,1.9,5.1,3.3,7.3,2.7,3.2,0.6,3.4,4,3.5,1.9,0.3,2.1,2,15.1
Jameer Nelson\nelsoja01,3.4,8.7,1.5,4.4,1.9,4.3,0.6,0.7,0.5,3.2,3.7,6.4,1,0.1,2.4,2.9,8.8
Raul Neto\netora01,5,10.9,1.4,3.4,3.6,7.5,1.9,2.5,0.5,3,3.5,5.4,0.9,0.3,2.6,2.7,13.2
Georges Niang\niangge01,4.5,12.4,0,4.5,4.5,7.9,1.1,2.3,3.4,6.8,10.1,3.4,2.3,0,3.4,1.1,10.1
Joakim Noah\noahjo01,4.5,9,0,0,4.5,9,1.8,3.6,5.4,7.2,12.6,3.6,1.8,1.8,3.6,4.5,10.8
Nerlens Noel\noelne01,4.2,8,0,0.1,4.2,7.9,1.6,2.1,3.7,9.2,12.8,1.5,2.4,1.7,2,4.5,10
Lucas Nogueira\noguelu01,4.2,6.9,0.4,1.6,3.8,5.3,1.6,2.4,1.6,5.9,7.5,1.9,2,3.7,1.4,4.2,10.5
Dirk Nowitzki\nowitdi01,6.6,14.4,2.6,6.4,3.9,8,1.8,2,0.4,7.9,8.3,2.3,0.8,0.9,1,2.8,17.6
Frank Ntilikina\ntilila01,3.8,10.6,1.1,3.3,2.8,7.2,1,1.4,0.8,3,3.7,5.3,1.4,0.4,2.8,3.8,9.8
Jusuf Nurkic\nurkiju01,8.3,16.4,0,0.1,8.3,16.3,3,4.7,3.3,8.9,12.2,2.5,1.1,1.9,3.2,4.3,19.5
David Nwaba\nwabada01,4.4,9.3,0.4,1.1,4,8.1,2.9,4.4,1.9,5.2,7.1,2.3,1.3,0.6,1.7,3.5,12.1
Johnny O'Bryant\obryajo01,6.5,16.2,1.3,4.1,5.1,12.2,2,2.4,2.8,6.1,8.8,1.3,0.9,0.6,1.4,4.3,16.2
Royce O'Neale\onealro01,3.8,8.9,1.3,3.7,2.4,5.2,1.9,2.4,0.8,6.6,7.4,3,1.1,0.5,1.7,3.3,10.7
Kyle O'Quinn\oquinky01,5.8,10,0.1,0.4,5.7,9.6,2.5,3.3,3.1,9.1,12.2,4.1,0.9,2.5,2.6,5,14.3
Semi Ojeleye\ojelese01,2,5.9,1.3,3.9,0.8,2,0.8,1.3,1.2,3.9,5,0.6,0.7,0.1,0.8,2.8,6.1
Emeka Okafor\okafoem01,4.9,9.7,0,0,4.9,9.7,1.8,2.2,4.8,7.4,12.2,0.8,0.8,2.5,1.3,3.1,11.6
Jahlil Okafor\okafoja01,7.9,14.1,0.1,0.4,7.8,13.7,2.1,3,2.1,6.5,8.7,1.2,0.3,1.8,2.1,5.2,17.9
Victor Oladipo\oladivi01,9,18.9,2.3,6.1,6.8,12.8,4.1,5.2,0.7,4.8,5.5,4.6,2.5,0.8,3.1,2.5,24.5
Kelly Olynyk\olynyke01,6.4,12.9,2.1,5.7,4.2,7.2,2.7,3.5,1.8,6.9,8.7,4.2,1.3,0.7,3,4.5,17.6
Chinanu Onuaku\onuakch01,3.3,8.2,0,0,3.3,8.2,0,0,1.6,4.9,6.5,1.6,0,0,4.9,6.5,6.5
Cedi Osman\osmande01,4.8,10,1.7,4.7,3.1,5.3,1.4,2.5,1,5.4,6.4,2.2,1.2,0.2,1.7,4.2,12.7
Kelly Oubre\oubreke01,5.1,12.7,2,6,3.1,6.8,3.1,3.8,1,4.9,5.9,1.6,1.3,0.6,1.5,3.8,15.4
Zaza Pachulia\pachuza01,5.5,9.8,0,0,5.5,9.7,2.8,3.4,3.3,8.6,11.9,4,1.4,0.6,2.7,4.5,13.8
Marcus Paige\paigema01,5.1,18,2.6,10.3,2.6,7.7,2.6,2.6,0,5.1,5.1,3.9,0,0,0,0,15.4
Georgios Papagiannis\papagge01,5.3,12.4,0,0,5.3,12.4,0,0,3.8,7.1,10.9,2.7,1.2,1.8,2.4,3.5,10.6
Jabari Parker\parkeja01,7.8,16.1,1.5,3.9,6.3,12.2,1.9,2.6,2,5.3,7.3,2.9,1.2,0.5,2.2,2.4,18.9
Tony Parker\parketo01,6,13,0.3,1.2,5.6,11.8,1.8,2.6,0.2,3,3.2,6.6,0.9,0,2.3,1.7,14.2
Chandler Parsons\parsoch01,5.6,12.2,2.7,6.3,3,5.9,0.9,1.4,0.7,4,4.7,3.6,0.9,0.6,1.8,2.8,14.8
Patrick Patterson\pattepa01,3,7.5,1.9,4.8,1.1,2.7,1.1,1.3,0.9,4.6,5.5,1.6,1.4,0.7,0.9,2.5,9
Justin Patton\pattoju01,9,18,0,0,9,18,0,0,0,0,0,0,9,0,0,9,18
Brandon Paul\paulbr01,3.4,7.9,0.9,3.4,2.5,4.6,1.4,2.7,0.4,3.9,4.2,2.3,1.6,0.4,1.8,3.6,9.2
Chris Paul\paulch01,7.2,15.6,2.8,7.4,4.3,8.2,4,4.3,0.7,5.4,6.1,8.9,1.9,0.3,2.5,2.7,21.1
Adreian Payne\paynead01,5.9,8.4,1.7,2.5,4.2,5.9,4.2,5,1.7,5.9,7.5,0,1.7,0,1.7,5,17.6
Cameron Payne\payneca01,5.4,13.3,2.2,5.6,3.2,7.7,0.7,1,1.1,3.2,4.3,7,1.6,0.6,2.2,2.7,13.7
Elfrid Payton\paytoel01,6.6,13.3,0.6,1.8,6,11.4,2.2,3.3,1.3,4.2,5.5,7.8,1.7,0.4,3.3,2.9,15.9
Gary Payton\paytoga02,4.9,12.1,1,4.1,3.9,8,0.5,1.5,2.1,5,7.2,3.4,1.1,0.5,1.1,4.9,11.2
Kendrick Perkins\perkike01,2.4,4.8,0,0,2.4,4.8,2.4,4.8,0,2.4,2.4,4.8,2.4,0,2.4,2.4,7.2
London Perrantes\perralo01,1.1,7.1,0,1.6,1.1,5.5,1.6,2.7,0.5,1.6,2.2,2.7,1.1,0.5,0.5,3.3,3.8
Alec Peters\peteral01,4.5,11.8,2.9,9.3,1.6,2.6,1.3,1.6,1.3,4.6,5.9,1.9,0.3,0.3,0.6,2.1,13.1
Marshall Plumlee\plumlma02,0.7,2.1,0,0,0.7,2.1,8.3,11.1,2.8,9,11.8,1.4,0,0.7,2.1,6.9,9.7
Mason Plumlee\plumlma01,5.5,9.2,0,0,5.5,9.2,2.1,4.5,3.3,6.7,10,3.6,1.2,2,2.6,4.6,13.1
Miles Plumlee\plumlmi01,4.1,7.1,0,0,4.1,7.1,1.1,2.4,3,5.9,8.9,1.8,0.7,1.2,2.5,3.1,9.3
Jakob Poeltl\poeltja01,6,9.1,0,0,6,9,1.4,2.4,3.9,5.4,9.3,1.3,0.9,2.4,2,5,13.4
Quincy Pondexter\pondequ01,2.6,9,0.6,4,2,5,2.6,3.1,1.5,3.5,5,1.7,1.5,0.4,2,4.4,8.3
Otto Porter\porteot01,6.6,13.1,2,4.6,4.5,8.5,1.6,1.9,1.5,5.8,7.3,2.3,1.7,0.6,1.1,2.2,16.8
Bobby Portis\portibo01,8.4,17.8,1.8,4.9,6.6,12.9,2.6,3.4,3.5,7.4,10.9,2.7,1.1,0.5,2.3,2.8,21.1
Kristaps Porzingis\porzikr01,9,20.6,2.1,5.3,7,15.3,5.1,6.4,1.4,5.9,7.3,1.3,0.8,2.7,2.2,3.3,25.2
Dwight Powell\poweldw01,5.5,9.3,0.6,1.8,4.9,7.4,2.9,4,2.9,6.7,9.6,2,1.4,0.7,1.3,4,14.4
Norman Powell\powelno01,5.1,12.7,1.8,6.3,3.3,6.4,1.1,1.3,0.5,3.6,4,3,1.3,0.5,2.2,3.8,13.1
Alex Poythress\poythal01,3.8,9,1.4,3.8,2.4,5.2,0,0,2.4,3.5,5.9,0.7,1,0.3,0.7,5.5,9
Jacob Pullen\pulleja01,6,12,0,6,6,6,0,0,0,0,0,0,0,0,6,0,12
Rodney Purvis\purviro01,4.3,13.3,1.6,6.5,2.7,6.8,1.6,1.9,0.1,3.2,3.4,2.1,0.4,0.4,1.2,3.2,11.9
Zhou Qi\qizh01,1.7,9.3,0.6,5.5,1.2,3.8,2.3,3.5,1.7,4.6,6.4,0.6,0.6,4.1,2.9,4.1,6.4
Tim Quarterman\quartti01,2.8,8.3,0,5.5,2.8,2.8,5.5,5.5,0,8.3,8.3,2.8,0,0,5.5,2.8,11.1
Ivan Rabb\rabbiv01,6,10.6,0,0,6,10.6,2,2.5,3.7,7.3,11,2.2,0.8,0.9,2.4,3.8,14
Julius Randle\randlju01,8.3,14.9,0.2,0.7,8.1,14.1,5,7,3,7.8,10.7,3.5,0.7,0.7,3.5,4.5,21.7
Zach Randolph\randoza01,8.6,18.2,1.2,3.5,7.4,14.7,2,2.6,2.3,7.2,9.5,3,1,0.2,2.8,2.8,20.5
Xavier Rathan-Mayes\rathaxa01,3.7,12.8,0.3,4.3,3.4,8.5,1.2,2.7,0,1.5,1.5,5.5,1.8,0.9,3.4,5.5,8.8
J.J. Redick\redicjj01,6.9,15,3.3,7.8,3.6,7.1,3.4,3.7,0.2,2.9,3,3.6,0.6,0.1,1.8,2.1,20.4
Davon Reed\reedda01,3.3,11.3,1.6,5.7,1.6,5.7,1.2,1.8,0.3,5.5,5.8,1.9,1.5,0.3,1.5,2.5,9.4
Willie Reed\reedwi02,6.8,10.2,0.1,0.2,6.7,10,2.7,4.6,2.9,7.2,10.2,0.8,0.8,1.9,1.6,4.7,16.4
Josh Richardson\richajo01,5.3,11.8,1.7,4.5,3.6,7.3,1.6,1.9,0.9,2.9,3.8,3.1,1.6,1,1.9,2.7,14
Malachi Richardson\richama01,3.3,10,1.3,4.4,2,5.6,1.9,2.4,0.6,3.2,3.8,1.4,1.1,0.1,1.1,3,9.9
Austin Rivers\riverau01,6,14.1,2.4,6.3,3.6,7.8,1.8,2.8,0.5,2.1,2.5,4.2,1.3,0.3,1.9,2.7,16.1
Andre Roberson\roberan03,3,5.6,0.3,1.2,2.7,4.4,0.4,1.3,2.6,3.8,6.4,1.6,1.6,1.2,1,3.1,6.7
Devin Robinson\robinde01,2.8,8.3,0,0,2.8,8.3,0,0,5.5,8.3,13.8,0,2.8,0,0,5.5,5.5
Glenn Robinson\robingl02,3.8,9.1,1.5,3.6,2.3,5.4,1,1.2,1.2,2.8,3.9,1.8,1.4,0.1,0.5,1.5,10.1
Rajon Rondo\rondora01,4.9,10.4,1.1,3.2,3.8,7.3,0.5,1,0.7,4.9,5.6,11.3,1.5,0.2,3.2,2.5,11.3
Derrick Rose\rosede01,6.9,15.9,0.6,2.6,6.3,13.4,3.4,3.9,1.1,1.9,3,3.2,0.6,0.3,3,1.4,17.9
Terrence Ross\rosste01,4.6,11.5,1.8,5.6,2.8,5.9,1.6,2.2,0.6,3.8,4.4,2.3,1.6,0.7,1.7,2.7,12.5
Terry Rozier\roziete01,5.5,13.9,2.7,7,2.8,6.9,2,2.6,1.1,5.4,6.5,4,1.4,0.3,1.4,2.1,15.7
Ricky Rubio\rubiori01,5.5,13.2,1.5,4.4,4,8.8,3.5,4.1,0.7,4.9,5.6,6.5,1.9,0.2,3.3,3.3,16.1
D'Angelo Russell\russeda01,8.1,19.6,2.6,8.1,5.5,11.5,2.8,3.8,0.9,4.6,5.5,7.3,1.1,0.5,4.3,2.7,21.7
Domantas Sabonis\sabondo01,6.8,13.1,0.3,0.7,6.5,12.4,3.3,4.5,3.3,8.1,11.4,3,0.8,0.6,2.7,4.4,17.1
JaKarr Sampson\sampsja02,4.6,8.5,0.5,1,4.1,7.4,1,1.7,2.2,6,8.2,0.9,0.8,2.3,0.8,5,10.8
Dario Saric\saricda01,6.3,13.9,2.4,6.2,3.8,7.7,2.8,3.2,2.4,5.7,8.1,3.1,0.8,0.3,2.3,2.5,17.8
Tomas Satoransky\satorto01,4.4,8.4,1,2.2,3.4,6.2,1.6,2.1,1.6,3.5,5.1,6.3,1.1,0.3,1.8,2.9,11.5
Dennis Schroder\schrode01,8.7,19.9,1.3,4.5,7.3,15.3,3.9,4.6,0.8,2.8,3.6,7.2,1.2,0.1,3.2,2.5,22.5
Mike Scott\scottmi01,7.1,13.4,1.7,4.2,5.4,9.2,1.3,1.9,1.3,5,6.3,2,0.6,0.3,2,3.8,17.1
Thabo Sefolosha\sefolth01,5.3,10.7,1.4,3.8,3.8,7,2,2.4,1.3,5.9,7.2,1.5,2.3,0.5,1.3,2.6,13.9
Wayne Selden\seldewa01,6,14,2.5,6.3,3.5,7.6,2.3,3.1,0.8,2.1,2.9,3.4,0.9,0.3,2.8,3.1,16.9
Ramon Sessions\sessira01,3.9,10.7,0.7,2.4,3.1,8.4,4,5.2,0.6,2.9,3.5,7.1,1.3,0.2,2.8,2.7,12.5
Iman Shumpert\shumpim01,2.9,7.6,0.9,3.4,2,4.2,1.4,2,0.9,4.4,5.3,2.2,1.2,0.5,2.1,2.9,8.1
Pascal Siakam\siakapa01,5.4,10.7,0.6,2.8,4.8,7.8,1.2,1.9,1.7,6.1,7.8,3.4,1.3,0.9,1.4,3.6,12.6
Xavier Silas\silasxa01,0,15.4,0,10.3,0,5.1,0,0,5.1,5.1,10.3,0,5.1,0,0,5.1,0
Ben Simmons\simmobe01,7.2,13.2,0,0.1,7.2,13,2.5,4.5,1.9,6.8,8.7,8.7,1.8,0.9,3.7,2.8,16.9
Jonathon Simmons\simmojo02,6.3,13.5,1.2,3.6,5.1,9.9,3.3,4.3,1.1,3.2,4.2,3,1,0.3,2.6,3.1,17.1
Kobi Simmons\simmoko01,4.5,10.6,0.6,2.2,3.9,8.4,1.4,1.4,0.8,2,2.8,3.8,1,0.3,2.5,3.4,11
Kyle Singler\singlky01,4.3,12.8,1.2,3.1,3.1,9.8,4.3,7.9,0.6,5.5,6.1,1.2,0.6,0,1.8,2.4,14
Marcus Smart\smartma01,4.2,11.5,1.7,5.6,2.5,5.9,2.2,3,1,3.3,4.2,5.8,1.6,0.5,2.9,3,12.3
Dennis Smith\smithde03,7.1,18,1.9,6,5.2,12,2.4,3.4,0.9,3.7,4.6,6.3,1.2,0.3,3.4,2.7,18.4
Ish Smith\smithis01,6.9,14.1,0.6,1.8,6.2,12.3,1.4,2,0.5,3.5,3.9,6.3,1.1,0.4,1.9,2.5,15.8
J.R. Smith\smithjr01,3.9,9.5,2.3,6.1,1.6,3.4,0.6,0.9,0.5,3.3,3.8,2.3,1.1,0.2,1.3,2.6,10.6
Jason Smith\smithja02,5.7,14.5,0.5,4,5.2,10.5,2.4,2.7,2.3,4.4,6.7,1.8,0.4,1.6,2,5.6,14.3
Josh Smith\smithjo03,3,12,0,0,3,12,0,0,9,3,12,0,0,0,0,9,6
Tony Snell\snellto01,3.2,7.5,1.9,4.7,1.4,2.8,0.7,0.8,0.2,2.3,2.5,1.7,0.8,0.5,0.6,2,9
Marreese Speights\speigma01,7.4,18.6,4.6,12.4,2.8,6.2,2.1,2.9,1.1,6,7.1,2.1,0.4,1.2,2.1,5.7,21.4
Nik Stauskas\stausni01,4.1,10.6,2.8,6.9,1.4,3.7,1.4,2,0.3,4.1,4.4,2.7,0.6,0.3,1.8,1.7,12.5
Lance Stephenson\stephla01,5.9,13.8,1.3,4.5,4.6,9.3,1.6,2.5,1.2,7,8.3,4.6,0.9,0.3,2.6,3.4,14.7
David Stockton\stockda01,8,12,8,12,0,0,16,16,0,0,0,0,0,0,4,12,40
Julyan Stone\stoneju01,1.2,2.7,1.2,2.7,0,0,0.2,0.4,0.2,5.8,6,5.3,0.8,0.4,1.4,4.3,3.9
Edmond Sumner\sumneed01,18,18,0,0,18,18,0,0,0,18,18,0,0,0,0,18,36
Caleb Swanigan\swanica01,4.6,11.4,0.2,1.5,4.4,9.9,2.3,3.4,2.9,7.4,10.3,2.7,1,0.6,3.4,7,11.6
Jayson Tatum\tatumja01,5.9,12.3,1.6,3.6,4.3,8.8,3.1,3.8,0.7,5.2,5.9,1.9,1.2,0.9,1.7,2.5,16.4
Isaiah Taylor\taylois01,5,12,0.6,2.5,4.4,9.6,3.1,4.3,0.7,2.2,2.9,6.4,1,0.3,2.6,3.6,13.7
Jeff Teague\teaguje01,5.5,12.4,1.3,3.6,4.2,8.8,3.1,3.7,0.4,2.9,3.3,7.7,1.6,0.3,2.8,2.7,15.5
Marquis Teague\teaguma01,1.9,7.8,0.5,1.9,1.5,5.8,1,2.4,0.5,2.4,2.9,6.3,1.9,0,1.5,2.4,5.4
Mirza Teletovic\teletmi01,5.7,12.9,4.8,10.2,0.9,2.7,0,0,0.7,4.5,5.2,2.3,0.9,0.2,1.6,3.2,16.1
Garrett Temple\templga01,4.4,10.6,2,5.1,2.5,5.6,1.3,1.7,0.5,2.9,3.4,2.8,1.3,0.6,1.8,3,12.2
Milos Teodosic\teodomi01,4.8,11.4,2.8,7.4,2,4.1,1.2,1.5,0.5,3.5,4,6.6,0.7,0.2,3.1,3.3,13.6
Jason Terry\terryja01,2.6,6.8,1.8,5.1,0.8,1.7,0.4,0.4,0.2,1.9,2.1,2.6,1.9,0.6,1.1,2.3,7.3
Daniel Theis\theisda01,4.8,9,0.7,2.2,4.2,6.7,2.3,3.1,3.5,7.1,10.5,2.2,1.2,1.8,2.2,6,12.7
Isaiah Thomas\thomais02,6.6,17.6,2.3,7.9,4.3,9.7,4.9,5.5,0.7,2.1,2.8,6.4,0.6,0.1,4,2.4,20.3
Lance Thomas\thomala01,2.7,7.1,1.3,3.3,1.4,3.8,1.2,1.4,1.2,3.5,4.7,1.2,0.8,0.4,1.1,3.6,7.9
Klay Thompson\thompkl01,8.3,16.9,3.3,7.5,5,9.5,1.2,1.4,0.4,3.5,4,2.7,0.8,0.5,1.8,1.7,21
Tristan Thompson\thomptr01,4.4,7.9,0,0,4.4,7.9,1.4,2.7,4.2,7.6,11.8,1.1,0.5,0.6,1.2,3.4,10.3
Sindarius Thornwell\thornsi01,3.1,7.3,0.7,1.9,2.4,5.4,1.8,2.7,1,3.3,4.4,2.1,1.5,0.8,1.7,3.9,8.8
Anthony Tolliver\tollian01,4.5,9.7,3.3,7.5,1.2,2.2,2.2,2.7,1,3.9,4.9,1.8,0.7,0.4,1.2,3,14.4
Karl-Anthony Towns\townska01,7.9,14.5,1.5,3.5,6.4,10.9,4.3,5,2.9,9.5,12.5,2.5,0.8,1.4,2,3.5,21.5
P.J. Tucker\tuckepj01,2.7,7,1.8,4.9,0.9,2.1,0.7,0.9,1.5,5.7,7.2,1.2,1.2,0.4,1.2,3.2,7.9
Evan Turner\turneev01,4.6,10.2,0.7,2.3,3.8,7.9,1.6,1.9,0.5,3.8,4.3,3.1,0.8,0.5,1.8,2.9,11.5
Myles Turner\turnemy01,6,12.5,1.1,3.1,4.9,9.5,3.1,4,1.8,6.4,8.2,1.7,0.7,2.3,1.9,3.6,16.2
Ekpe Udoh\udohek01,2.7,5.3,0,0,2.7,5.3,1.9,2.5,3,3.6,6.7,2.4,1.9,3.3,0.9,4.7,7.2
Tyler Ulis\ulisty01,4.6,12,0.9,3.2,3.7,8.8,1.8,2.2,0.5,2.3,2.8,6.8,1.5,0.2,2.8,2.6,12
Jonas Valanciunas\valanjo01,8.1,14.3,0.6,1.5,7.5,12.8,3.5,4.4,3.8,9.9,13.8,1.7,0.6,1.4,2.4,4,20.4
Denzel Valentine\valende01,5.2,12.4,2.5,6.4,2.7,6,0.7,0.9,0.8,5.9,6.8,4.2,1.1,0.2,1.7,3.2,13.5
Fred VanVleet\vanvlfr01,5.5,12.9,2.6,6.2,2.9,6.7,2,2.4,0.6,3.8,4.4,5.8,1.6,0.5,1.8,3.1,15.5
Rashad Vaughn\vaughra01,3.9,9.5,2.4,6.3,1.5,3.2,0.7,1,0.5,3.1,3.6,2.2,0.8,0.5,1,2.5,10.9
Noah Vonleh\vonleno01,4.3,9.6,0.8,2.7,3.5,6.9,1.5,2.4,2.9,9.9,12.8,1.4,0.8,0.7,1.3,2.8,10.9
Nikola Vucevic\vucevni01,8.5,18,1.4,4.4,7.2,13.6,1.6,2,2.2,9,11.2,4.1,1.2,1.3,2.3,3.1,20.1
Dwyane Wade\wadedw01,7,16,0.7,2.6,6.3,13.4,3.2,4.4,1.2,4.7,5.9,5.3,1.4,1.1,3.3,2.9,17.9
Dion Waiters\waitedi01,6.4,16.1,2,6.7,4.4,9.4,2,2.7,0.3,2.7,3,4.4,0.9,0.4,2.7,2.4,16.8
Kemba Walker\walkeke02,7.7,17.9,3,7.9,4.7,10,4.8,5.5,0.4,2.8,3.2,5.8,1.2,0.3,2.4,1.3,23.3
John Wall\walljo01,7.1,17,1.6,4.3,5.6,12.8,4.5,6.2,0.6,3.3,3.8,10,1.5,1.1,4,2,20.3
Tyrone Wallace\wallaty01,4.7,10.4,0.4,1.7,4.2,8.8,2.6,3.3,0.9,3.6,4.4,3,1.1,0.5,1.9,3.5,12.3
Taurean Waller-Prince\princta02,6.1,14.2,2.6,6.7,3.5,7.6,2.2,2.6,0.7,5,5.7,3.1,1.2,0.6,2.8,2.5,16.9
Derrick Walton\waltode01,2,6.1,1.7,4.2,0.2,2,1.5,1.5,0.5,3.4,3.9,3.9,1.7,0.7,0.5,1.7,7.1
Jameel Warney\warneja01,9.3,16,0,0,9.3,16,4,6.7,5.3,6.7,12,0,0,0,1.3,2.7,22.7
T.J. Warren\warretj01,8.9,17.9,0.3,1.5,8.6,16.4,3.2,4.3,2.1,3.5,5.6,1.4,1.1,0.7,1.4,2.5,21.4
Travis Wear\weartr01,3.9,11.4,2.7,7.4,1.3,3.9,1.3,1.3,0,6,6,1.1,0.6,0.8,0.9,4.7,11.8
James Webb\webbja01,1.8,7.2,1.2,5.7,0.6,1.5,0,0,2.4,4.8,7.2,1.2,0.3,0,1.2,3,4.8
Briante Weber\weberbr01,2.9,6.5,0.6,1.7,2.3,4.9,1.2,1.5,1.2,4.1,5.3,3.3,2.7,0.8,2.3,4.3,7.6
David West\westda01,7.8,13.6,0.1,0.3,7.7,13.3,2.2,2.8,2.3,6.3,8.6,5,1.7,2.7,2.9,4.3,17.8
Russell Westbrook\westbru01,9.4,20.8,1.2,4,8.2,16.8,5.2,7,1.9,8.1,9.9,10.1,1.8,0.2,4.7,2.5,25.1
Andrew White\whitean01,4.3,12.6,3.1,8.4,1.2,4.1,0.2,0.7,0.7,5.2,5.9,1,0.5,0.2,1.4,2.1,11.9
Derrick White\whitede01,4.1,8.5,2.1,3.4,2.1,5.2,3.6,5.2,1.3,5.4,6.7,2.3,1,0.8,1.6,2.1,14
Okaro White\whiteok01,3.2,7.2,1.8,5,1.4,2.3,0.9,1.4,1.4,3.6,5,0.9,0.5,0.5,0.5,2.7,9
Isaiah Whitehead\whiteis01,8,17.2,1.4,3.6,6.6,13.6,2.6,3.8,0.8,4.4,5.2,4,1.6,0.4,4.8,4.6,20
Hassan Whiteside\whiteha01,8.2,15.3,0.1,0.1,8.2,15.2,3.4,4.8,4.6,11.7,16.3,1.4,1,2.5,2.4,3.5,19.9
Andrew Wiggins\wiggian01,6.9,15.7,1.4,4.1,5.5,11.6,2.4,3.8,1,3.3,4.3,1.9,1.1,0.6,1.7,2,17.5
Jacob Wiley\wileyja01,1.1,4.4,1.1,2.2,0,2.2,1.1,2.2,2.2,9.8,12,2.2,1.1,0,0,4.4,4.4
Damien Wilkins\wilkida02,3.1,9.2,0.9,4.3,2.1,5,0.7,0.9,1.2,2.6,3.8,2.1,0.5,0.2,1.2,1.7,7.8
Alan Williams\willial03,3.6,9.3,0,0,3.6,9.3,3.1,4.6,1.5,9.8,11.3,4.1,2.6,0.5,3.6,6.7,10.3
C.J. Williams\willicj01,4.4,10,1.1,4,3.3,6.1,0.7,0.8,0.6,2.2,2.9,2.2,1.6,0.7,1,3.2,10.6
Derrick Williams\willide02,4,16,0,8,4,8,0,0,0,4,4,0,0,0,0,0,8
Lou Williams\willilo02,8.1,18.6,2.6,7.2,5.5,11.4,6,6.8,0.6,2.2,2.8,5.8,1.2,0.3,3.3,1.5,24.8
Marvin Williams\willima02,4.6,10.1,2.3,5.5,2.4,4.6,1.8,2.2,1.3,5.3,6.6,1.7,1,0.7,1.2,2.1,13.4
Matt Williams\willima05,6.5,19.6,3.3,16.4,3.3,3.3,0,0,0,3.3,3.3,0,0,0,3.3,3.3,16.4
Troy Williams\willitr02,6,12.8,1.3,4.5,4.7,8.3,2.3,3.5,2.6,4.8,7.4,1.9,2.3,0.5,2.2,4,15.6
D.J. Wilson\wilsodj01,4.6,8.1,1,2.5,3.5,5.6,0.5,1,1,4.1,5.1,1.5,1.5,0.5,2,3.5,10.6
Jamil Wilson\wilsoja02,5,10.6,3.5,8.3,1.4,2.4,0.3,0.5,0.4,3.8,4.2,1.3,0.7,1.1,1.1,4.5,13.8
Justise Winslow\winslju01,4.4,10.5,1,2.8,3.4,7.7,1.4,2.2,1.4,6.5,7.9,3.2,1.2,0.7,1.6,3,11.3
Jeff Withey\witheje01,5.5,14.8,1.8,9.2,3.7,5.5,0.9,1.8,0.9,8.3,9.2,0,0,2.8,1.8,2.8,13.8
Nate Wolters\woltena01,1.9,11.4,0,0,1.9,11.4,0,0,1.9,1.9,3.8,1.9,0,0,0,1.9,3.8
Brandan Wright\wrighbr03,5.6,9.6,0,0,5.6,9.6,2,3.1,3.1,5.9,9,1.2,1.2,2.5,0.8,3,13.1
Delon Wright\wrighde01,5,10.9,1.4,3.8,3.6,7,2.4,2.9,1.1,3.8,5,5,1.8,0.8,2,2,13.9
Guerschon Yabusele\yabusgu01,4,9.3,1.8,5.7,2.1,3.7,2.3,3.4,2.6,5.4,8,2.5,0.6,0.8,1.8,3.5,12.1
James Young\youngja01,3,8.3,1.8,5.9,1.2,2.4,2.4,3.5,0,1.2,1.2,1.2,0,0,0.6,2.4,10
Joe Young\youngjo01,5.2,12,1.6,4.3,3.5,7.7,1.4,1.9,0.8,3.3,4.1,2.5,0.9,0.1,1.7,2.5,13.4
Nick Young\youngni01,5.2,12.6,3.2,8.4,2,4.2,1.4,1.7,0.5,2.7,3.2,0.9,1,0.2,1,2.6,15
Thaddeus Young\youngth01,5.8,11.9,0.8,2.5,5,9.4,0.8,1.3,2.5,4.5,7.1,2.1,1.9,0.5,1.4,2.4,13.2
Cody Zeller\zelleco01,4.9,9,0.1,0.2,4.8,8.8,3.5,4.9,3.8,6.3,10.2,1.8,0.8,1.2,1.9,4.7,13.4
Tyler Zeller\zellety01,6.1,10.8,0.3,0.9,5.7,9.9,1.9,2.6,3.6,6.3,9.9,1.5,0.5,1.1,1.5,4.1,14.3
Paul Zipser\zipsepa01,3.5,10.2,1.6,4.8,1.9,5.4,0.8,1.1,0.6,5.2,5.7,2,0.9,0.7,1.9,3.8,9.5
Ante Zizic\zizican01,8.2,11.3,0,0,8.2,11.3,3.5,4.9,4,6.1,10.1,0.8,0.3,2.2,1.9,5,20
Ivica Zubac\zubaciv01,5.4,10.7,0,0.1,5.4,10.6,3.4,4.5,4,6.8,10.8,2.2,0.7,1.3,2.3,4.1,14.1
